Mean nominal monthly earnings of employees by sex and economic activity (local currency),,,,,,,,,,,,
Reference area,Source,Sex,Time,Total,Agriculture,Manufacturing,Construction,"Mining and quarrying; Electricity, gas and water supply","Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Public Administration, Community, Social and other Services and Activities",Not classified,
Peru,HS - Encuesta Nacional de Hogares,Male,2020Q3,1583.87,764.20,1331.40,1179.88,3561.17,1570.45,2427.50,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2020Q3,1557.76,620.42,1134.07,2639.48,3723.54,1267.69,2026.05,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Total,2020Q4,1663.72,917.90,1711.94,1448.07,2679.04,1490.00,2121.08,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Male,2020Q4,1751.67,943.96,1858.89,1450.12,2589.21,1668.84,2412.82,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2020Q4,1513.50,855.29,1328.00,1332.37,3408.01,1231.48,1881.64,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Total,2021Q1,1583.06,781.81,1506.26,1364.55,2770.22,1474.31,2178.39,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Male,2021Q1,1648.55,842.24,1648.27,1319.95,2994.15,1618.66,2474.83,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2021Q1,1475.91,641.57,1166.65,2058.18,1582.83,1281.72,1956.43,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Total,2021Q2,1585.96,877.59,1575.12,1530.11,2431.62,1413.75,2024.37,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Male,2021Q2,1651.77,980.46,1698.11,1518.91,2447.41,1539.88,2218.03,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2021Q2,1477.29,630.08,1242.24,1857.57,2320.12,1231.27,1877.99,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Total,2021Q3,1667.40,1019.35,1731.48,1565.48,2652.05,1504.90,2058.95,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Male,2021Q3,1803.61,1092.41,1916.14,1567.07,2859.61,1738.86,2348.79,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2021Q3,1456.72,865.67,1194.77,1526.17,1080.21,1210.65,1855.60,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Total,2021Q4,1709.21,989.33,1732.16,1522.16,3060.72,1512.97,2172.13,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Male,2021Q4,1811.17,1040.70,1762.59,1517.80,3064.87,1704.71,2454.05,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2021Q4,1546.86,881.00,1667.31,1625.03,3004.55,1268.43,1931.47,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Total,2022Q1,1698.15,1010.73,1898.16,1588.75,2757.30,1461.51,2173.22,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Male,2022Q1,1808.39,1077.59,2018.96,1567.59,2801.69,1660.12,2434.43,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2022Q1,1519.88,853.98,1617.21,2087.97,2395.99,1205.69,1969.53,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Total,2022Q2,1702.01,1016.98,1639.23,1573.01,3245.44,1521.11,2105.98,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Male,2022Q2,1844.01,1086.97,1761.44,1527.03,3343.33,1766.80,2467.95,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Peru,HS - Encuesta Nacional de Hogares,Female,2022Q2,1491.06,846.86,1324.19,2231.63,2197.09,1227.21,1852.40,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Nuevo sol 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2019Q3,15219.02,6114.01,14585.98,10568.26,21875.72,16185.56,19285.84,19497.32,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2019Q3,15074.33,6577.34,15355.56,10643.18,23087.67,16429.78,19098.73,21058.00,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2019Q3,15392.78,5366.96,13678.84,10188.51,18625.89,15924.84,19435.97,17979.18,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2019Q4,15093.18,6135.55,14304.10,10438.77,21281.99,16366.13,19196.46,20566.96,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2019Q4,14926.77,6611.72,15240.63,10443.14,22068.99,16794.15,18667.05,21157.20,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2019Q4,15290.92,5336.05,13215.27,10414.39,18758.03,15929.16,19608.23,19808.28,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2020Q1,15355.36,6038.32,14877.86,10552.76,23589.24,16525.55,19551.21,21457.27,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2020Q1,15102.18,6345.53,16017.90,10670.74,23737.48,16858.67,18665.46,20681.39,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2020Q1,15654.88,5560.63,13598.92,9907.57,23186.75,16167.99,20222.09,22496.03,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2020Q2,15141.28,5713.94,14050.64,10390.19,22800.34,16300.84,19918.93,20508.32,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2020Q2,14853.35,6019.02,14973.45,10494.39,22645.40,16828.45,18998.12,20979.55,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2020Q2,15492.88,5203.17,12937.05,9845.71,23272.94,15735.95,20641.84,19975.45,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2020Q3,15350.89,5958.02,14349.64,11202.40,22329.23,16402.28,19806.51,18483.97,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2020Q3,15173.55,6358.97,15209.59,11299.00,22897.85,16855.59,19175.62,18145.19,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2020Q3,15562.69,5320.41,13339.40,10724.77,20670.87,15925.74,20307.08,18791.25,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2020Q4,15426.86,6232.95,14649.05,11152.32,24612.49,16524.40,19668.01,22963.61,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2020Q4,15245.97,6627.17,15722.19,10864.07,25130.78,16796.61,19209.41,24234.19,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2020Q4,15639.37,5608.37,13426.69,12259.28,23387.68,16232.22,20016.02,22482.06,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2021Q1,15393.86,6289.10,14945.69,10469.98,22883.07,15949.52,19797.62,25109.49,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2021Q1,15194.79,6612.61,15978.57,10331.02,23601.80,16429.44,19414.25,27036.80,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2021Q1,15628.96,5772.88,13726.45,11228.33,21235.61,15438.77,20078.63,22750.15,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2021Q2,15529.96,6343.35,14809.92,10769.76,23592.23,15996.58,19653.13,21234.08,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2021Q2,15346.42,6643.89,15745.44,10826.45,23798.92,16441.90,19329.54,23490.38,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2021Q2,15747.67,5825.12,13711.90,10485.92,23058.35,15502.51,19890.13,19558.09,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2021Q3,15416.62,6192.63,14464.80,11125.74,21266.76,15805.04,19664.85,21376.51,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2021Q3,15184.02,6585.49,15265.76,11101.06,22015.22,16082.03,19108.79,19308.73,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2021Q3,15691.21,5508.25,13532.24,11245.79,19158.48,15499.25,20090.53,22888.89,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2021Q4,15804.62,6532.45,15006.62,11235.19,22286.37,16344.95,19859.59,20917.04,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2021Q4,15573.17,6962.79,15851.31,11090.77,22978.84,16804.16,19118.01,18188.76,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2021Q4,16075.51,5803.78,14010.52,12019.53,20487.86,15863.45,20427.18,22530.67,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2022Q1,16204.30,6790.91,16282.87,11093.16,23778.36,16380.70,20366.45,21414.28,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2022Q1,16114.64,7101.68,17491.43,11069.90,23639.77,16719.79,20240.04,20202.32,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2022Q1,16306.50,6300.47,14946.27,11212.00,24344.15,16036.17,20461.85,22513.18,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2022Q2,16465.17,6887.28,15905.40,11405.71,22667.18,16561.34,20757.26,26499.88,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2022Q2,16370.42,7225.94,16997.92,11315.86,22955.21,16879.33,20635.65,33550.67,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2022Q2,16571.70,6353.87,14686.03,11836.49,21750.99,16228.78,20847.32,19642.91,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Total,2022Q3,16346.56,6775.07,15751.14,12519.43,23271.28,16185.12,20537.78,18226.54,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Male,2022Q3,16247.04,7190.75,16804.25,12424.03,24657.82,16507.16,20106.35,18244.02,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Thailand,LFS - Labour Force Survey,Female,2022Q3,16458.75,6055.39,14559.04,13084.44,19566.35,15862.96,20869.25,18220.23,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Baht 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
United States,LFS - Current Population Survey,Total,2019Q3,4261.16,3119.24,4799.03,4487.13,5524.27,4166.30,4138.46,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2019Q3,4780.93,3261.08,5100.63,4567.66,5592.30,4678.36,4930.76,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2019Q3,3695.43,2625.47,4056.37,3864.67,5225.69,3513.19,3788.57,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2019Q4,4275.27,3180.54,4852.58,4619.10,5661.84,4179.78,4124.88,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2019Q4,4798.96,3397.09,5088.62,4693.20,5744.04,4689.14,4909.16,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2019Q4,3721.50,2737.39,4284.46,4005.29,5358.20,3545.91,3783.18,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2020Q1,4374.15,3252.02,4961.64,4714.52,5941.19,4284.79,4208.16,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly 
-Break in series: Methodology revised"
United States,LFS - Current Population Survey,Male,2020Q1,4948.91,3470.57,5186.49,4781.44,6080.94,4842.38,5094.43,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly 
-Break in series: Methodology revised"
United States,LFS - Current Population Survey,Female,2020Q1,3770.37,2735.35,4397.36,4197.29,5364.48,3593.39,3821.46,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly 
-Break in series: Methodology revised"
United States,LFS - Current Population Survey,Total,2020Q2,4605.15,3268.32,5148.35,4753.51,5704.79,4551.06,4463.92,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2020Q2,5136.28,3408.53,5391.32,4857.85,5916.43,5086.88,5253.29,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2020Q2,4023.69,2917.89,4510.04,3950.88,4696.00,3862.33,4107.62,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2020Q3,4573.29,3281.88,5165.44,4750.86,5651.98,4455.84,4490.49,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2020Q3,5081.28,3379.37,5468.23,4795.22,5814.31,4965.08,5287.29,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2020Q3,4011.90,2995.89,4444.03,4425.15,4967.73,3773.76,4134.18,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2020Q4,4474.85,3272.42,5011.25,4743.81,5900.69,4345.76,4397.92,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2020Q4,4992.88,3447.96,5295.42,4760.80,5918.86,4875.10,5230.97,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2020Q4,3918.34,2809.86,4349.85,4601.78,5832.25,3652.54,4050.44,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2021Q1,4553.59,3634.40,5061.28,4704.33,6125.45,4429.26,4487.47,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2021Q1,5086.92,3815.14,5353.45,4752.07,6206.69,4950.00,5368.62,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2021Q1,3983.77,3117.59,4403.51,4307.39,5767.09,3781.04,4079.68,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2021Q2,4544.40,3445.68,5057.69,4757.22,5869.91,4448.27,4448.75,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2021Q2,5087.65,3742.96,5321.94,4775.92,6097.87,5007.81,5284.81,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2021Q2,3964.61,2652.75,4404.69,4607.67,5008.57,3739.39,4086.65,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2021Q3,4639.29,3657.92,5159.49,4876.76,5728.43,4494.29,4606.62,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2021Q3,5117.35,3997.58,5387.42,4959.14,5811.15,4985.26,5352.78,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2021Q3,4122.01,2626.48,4608.54,4313.04,5442.94,3874.34,4267.98,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2021Q4,4646.92,3674.13,5335.72,4820.93,5860.40,4556.52,4488.74,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2021Q4,5174.88,3724.73,5581.43,4869.38,6016.19,5101.28,5240.38,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2021Q4,4085.03,3521.57,4718.37,4459.09,5284.81,3873.04,4163.52,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Total,2022Q1,4724.27,3808.85,5365.74,4829.10,5872.21,4628.83,4605.61,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Male,2022Q1,5249.26,3827.55,5636.37,4898.05,6074.34,5151.28,5427.66,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
United States,LFS - Current Population Survey,Female,2022Q1,4167.64,3757.92,4727.86,4280.92,5299.81,3991.44,4230.40,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: United States dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old 
-Frequency: Monthly"
